rank,player,average,year
29.0,Richard Johnson,296.7,2008
31.0,Martin Laird,296.6,2008
32.0,Padraig Harrington,296.3,2008
33.0,Kenny Perry,296.0,2008
34.0,Mathew Goggin,295.9,2008
35.0,Phil Mickelson,295.7,2008
36.0,Nicholas Thompson,295.4,2008
36.0,Jimmy Walker,295.4,2008
38.0,Mathias Grönberg,295.2,2008
38.0,Troy Matteson,295.2,2008
40.0,James Driscoll,295.0,2008
40.0,George McNeill,295.0,2008
42.0,Brenden Pappas,294.9,2008
43.0,Sergio Garcia,294.6,2008
44.0,Daniel Chopra,294.2,2008
44.0,Ryan Palmer,294.2,2008
44.0,Pat Perez,294.2,2008
47.0,Matt Jones,293.9,2008
48.0,Charles Howell III,293.6,2008
49.0,Steve Marino,293.5,2008
50.0,Camilo Villegas,293.3,2008
51.0,Jon Mills,293.2,2008
52.0,Tim Herron,293.0,2008
53.0,Todd Demsey,292.9,2008
54.0,Ted Purdy,292.8,2008
54.0,Kevin Streelman,292.8,2008
56.0,Ryan Moore,292.7,2008
57.0,Geoff Ogilvy,292.1,2008
58.0,Rory Sabbatini,292.0,2008
58.0,Bo Van Pelt,292.0,2008
60.0,Nick Flanagan,291.8,2008
61.0,Robert Allenby,291.7,2008
61.0,J.J. Henry,291.7,2008
61.0,Boo Weekley,291.7,2008
64.0,Ernie Els,291.6,2008
65.0,John Huston,291.5,2008
66.0,Trevor Immelman,291.3,2008
66.0,D.J. Trahan,291.3,2008
68.0,Kevin Stadler,291.2,2008
69.0,Michael Letzig,291.1,2008
69.0,Sean O'Hair,291.1,2008
71.0,Kevin Sutherland,291.0,2008
72.0,Stuart Appleby,290.9,2008
73.0,Aaron Baddeley,290.3,2008
74.0,John Riegger,290.1,2008
75.0,Brad Adamonis,289.9,2008
75.0,Chad Campbell,289.9,2008
75.0,Hunter Mahan,289.9,2008
78.0,Brad Elder,289.8,2008
79.0,Mark Hensby,289.4,2008
80.0,John Rollins,288.9,2008
81.0,John Senden,288.8,2008
82.0,Rod Pampling,288.0,2008
82.0,Vaughn Taylor,288.0,2008
84.0,David Lutterus,287.9,2008
84.0,Bob Sowards,287.9,2008
86.0,Ben Crane,287.8,2008
86.0,Cody Freeman,287.8,2008
88.0,Tommy Armour III,287.7,2008
88.0,Eric Axley,287.7,2008
88.0,Rich Beem,287.7,2008
88.0,Joe Ogilvie,287.7,2008
88.0,Tom Scherrer,287.7,2008
93.0,Jesper Parnevik,287.6,2008
94.0,Brett Quigley,287.5,2008
95.0,Chris Stroud,287.4,2008
95.0,Charlie Wi,287.4,2008
,Tour Average,287.3,2008
97.0,Alejandro Cañizares,287.1,2008
97.0,Retief Goosen,287.1,2008
99.0,Steve Lowery,287.0,2008
100.0,Y.E. Yang,286.9,2008
101.0,Michael Allen,286.8,2008
102.0,Joe Durant,286.5,2008
103.0,Ryan Armour,286.4,2008
103.0,Jeff Gove,286.4,2008
105.0,Parker McLachlin,286.2,2008
106.0,K.J. Choi,286.1,2008
106.0,Marco Dawson,286.1,2008
108.0,Will MacKenzie,286.0,2008
108.0,Carl Pettersson,286.0,2008
110.0,Jeff Maggert,285.9,2008
111.0,Kyle Thompson,285.7,2008
112.0,Carlos Franco,285.6,2008
113.0,David Duval,285.5,2008
114.0,Woody Austin,285.3,2008
114.0,Jonathan Byrd,285.3,2008
116.0,Briny Baird,285.2,2008
117.0,Marc Turnesa,285.1,2008
118.0,Ken Duke,284.9,2008
119.0,Kenneth Ferrie,284.8,2008
119.0,Mike Weir,284.8,2008
121.0,Ben Curtis,284.7,2008
122.0,Mark Wilson,284.6,2008
123.0,Jay Williamson,284.4,2008
124.0,J.P. Hayes,284.2,2008
125.0,Justin Bolli,284.1,2008
125.0,Frank Lickliter II,284.1,2008
125.0,Patrick Sheehan,284.1,2008
125.0,Scott Sterling,284.1,2008
129.0,Todd Hamilton,284.0,2008
129.0,Billy Mayfair,284.0,2008
129.0,Tim Petrovic,284.0,2008
132.0,Lee Janzen,283.9,2008
133.0,Stephen Ames,283.8,2008
134.0,Nathan Green,283.7,2008
135.0,Ian Poulter,283.6,2008
135.0,Steve Stricker,283.6,2008
137.0,Billy Andrade,283.3,2008
138.0,Johnson Wagner,283.2,2008
139.0,Mark Calcavecchia,283.1,2008
139.0,Scott McCarron,283.1,2008
141.0,Kent Jones,282.9,2008
142.0,Alex Cejka,282.7,2008
142.0,Freddie Jacobson,282.7,2008
142.0,Brett Rumford,282.7,2008
145.0,Bob Estes,282.6,2008
146.0,Richard Johnson,282.2,2008
146.0,David Toms,282.2,2008
148.0,Steve Elkington,282.0,2008
148.0,Tom Lehman,282.0,2008
150.0,Cameron Beckman,281.9,2008
150.0,Steve Flesch,281.9,2008
152.0,Chez Reavie,281.8,2008
153.0,Robert Gamez,281.6,2008
153.0,Doug LaBelle II,281.6,2008
153.0,Peter Lonard,281.6,2008
156.0,Justin Leonard,281.4,2008
157.0,Tim Clark,281.1,2008
158.0,Cliff Kresge,280.9,2008
158.0,Kevin Na,280.9,2008
160.0,Brandt Snedeker,280.8,2008
161.0,Tom Pernice Jr.,280.6,2008
162.0,Jim Furyk,280.4,2008
163.0,Jim McGovern,280.0,2008
164.0,Heath Slocum,279.9,2008
165.0,Tim Wilkinson,279.8,2008
166.0,Bart Bryant,279.5,2008
167.0,Bob Tway,279.2,2008
168.0,Chris Riley,279.1,2008
169.0,John Mallinger,279.0,2008
170.0,Ryuji Imada,278.6,2008
170.0,Rocco Mediate,278.6,2008
170.0,Scott Verplank,278.6,2008
173.0,Brian Davis,277.7,2008
174.0,Chad Collins,277.5,2008
175.0,Chris DiMarco,277.4,2008
176.0,Jerry Kelly,277.0,2008
177.0,Ron Whittaker,276.7,2008
178.0,Dean Wilson,276.2,2008
179.0,Dudley Hart,275.5,2008
180.0,Paul Claxton,275.4,2008
181.0,Zach Johnson,275.1,2008
182.0,Matt Kuchar,275.0,2008
183.0,Glen Day,274.9,2008
183.0,Nick O'Hern,274.9,2008
183.0,Omar Uresti,274.9,2008
186.0,Jin Park,274.4,2008
187.0,Shane Bertsch,274.3,2008
188.0,Shigeki Maruyama,274.0,2008
189.0,Greg Kraft,273.6,2008
190.0,Paul Goydos,273.2,2008
191.0,Stephen Leaney,272.7,2008
192.0,Craig Kanada,272.6,2008
193.0,Jeff Quinney,272.5,2008
194.0,Olin Browne,272.1,2008
195.0,Gavin Coles,271.5,2008
196.0,Brian Gay,270.5,2008
197.0,Corey Pavin,261.4,2008
1.0,Robert Garrigus,312.0,2009
2.0,Bubba Watson,311.4,2009
3.0,Dustin Johnson,308.3,2009
4.0,Tag Ridings,307.4,2009
5.0,Gary Woodland,307.3,2009
6.0,Nick Watney,305.3,2009
7.0,J.B. Holmes,304.6,2009
8.0,Ángel Cabrera,304.1,2009
9.0,Troy Matteson,301.7,2009
10.0,Harrison Frazar,301.0,2009
11.0,Charley Hoffman,300.8,2009
12.0,Scott Piercy,300.6,2009
13.0,Phil Mickelson,300.1,2009
14.0,Martin Laird,299.9,2009
14.0,Davis Love III,299.9,2009
16.0,Anthony Kim,299.0,2009
17.0,Marc Leishman,298.6,2009
18.0,Sergio Garcia,298.5,2009
18.0,Andres Romero,298.5,2009
18.0,Charles Warren,298.5,2009
21.0,Tiger Woods,298.4,2009
22.0,Bill Haas,298.3,2009
23.0,Matt Jones,298.0,2009
24.0,Fred Couples,297.5,2009
25.0,Lucas Glover,297.4,2009
26.0,Daniel Chopra,297.1,2009
26.0,Ryan Palmer,297.1,2009
28.0,Hunter Mahan,297.0,2009
29.0,John Merrick,296.9,2009
30.0,Leif Olson,296.5,2009
30.0,John Rollins,296.5,2009
30.0,Kevin Streelman,296.5,2009
33.0,Jonathan Byrd,295.9,2009
33.0,Ryan Moore,295.9,2009
35.0,Steve Marino,295.7,2009
36.0,Jason Day,295.3,2009
37.0,Adam Scott,294.9,2009
38.0,Nicholas Thompson,294.8,2009
39.0,Stewart Cink,294.7,2009
40.0,John Senden,294.2,2009
41.0,Jeff Overton,293.9,2009
41.0,Vijay Singh,293.9,2009
43.0,Michael Letzig,293.8,2009
44.0,J.J. Henry,293.7,2009
45.0,Ted Purdy,293.6,2009
46.0,Sean O'Hair,293.3,2009
47.0,Rory Sabbatini,293.2,2009
48.0,Robert Allenby,293.1,2009
48.0,Kenny Perry,293.1,2009
50.0,Peter Tomasulo,293.0,2009
50.0,Camilo Villegas,293.0,2009
52.0,Matt Bettencourt,292.9,2009
53.0,David Duval,292.7,2009
53.0,Charles Howell III,292.7,2009
55.0,Ricky Barnes,292.6,2009
56.0,Bo Van Pelt,292.5,2009
57.0,Bill Lunde,292.4,2009
58.0,Retief Goosen,292.3,2009
59.0,Tim Herron,292.1,2009
59.0,Greg Owen,292.1,2009
61.0,George McNeill,292.0,2009
62.0,Boo Weekley,291.7,2009
63.0,James Nitties,291.5,2009
63.0,Geoff Ogilvy,291.5,2009
65.0,Kris Blanks,291.4,2009
65.0,Joe Ogilvie,291.4,2009
67.0,Y.E. Yang,291.3,2009
68.0,Ernie Els,291.2,2009
69.0,Mathew Goggin,291.1,2009
70.0,Chad Campbell,291.0,2009
70.0,Jimmy Walker,291.0,2009
72.0,Jason Gore,290.7,2009
72.0,Chris Stroud,290.7,2009
74.0,Steve Lowery,290.6,2009
75.0,Brendon de Jonge,290.3,2009
75.0,Kevin Stadler,290.3,2009
77.0,Stuart Appleby,290.1,2009
78.0,Will MacKenzie,289.4,2009
79.0,D.J. Trahan,289.2,2009
80.0,Michael Allen,289.1,2009
80.0,Kevin Sutherland,289.1,2009
82.0,Brad Adamonis,289.0,2009
83.0,Jeff Maggert,288.9,2009
84.0,Brian Bateman,288.7,2009
84.0,Matt Weibring,288.7,2009
86.0,Carl Pettersson,288.6,2009
87.0,Pat Perez,288.5,2009
88.0,Johnson Wagner,288.4,2009
89.0,Brian Vranesh,288.2,2009
90.0,Rod Pampling,288.1,2009
90.0,Justin Rose,288.1,2009
,Tour Average,287.9,2009
92.0,Aaron Baddeley,287.8,2009
93.0,Brett Quigley,287.5,2009
94.0,Stephen Ames,287.4,2009
95.0,Tommy Armour III,287.3,2009
95.0,Jarrod Lyle,287.3,2009
97.0,Cameron Beckman,287.0,2009
97.0,Heath Slocum,287.0,2009
99.0,Woody Austin,286.9,2009
100.0,Derek Fathauer,286.4,2009
100.0,Kirk Triplett,286.4,2009
102.0,Jason Dufner,286.2,2009
102.0,Webb Simpson,286.2,2009
104.0,Mark Calcavecchia,286.1,2009
104.0,Steve Stricker,286.1,2009
106.0,Padraig Harrington,285.8,2009
107.0,Steve Elkington,285.3,2009
108.0,Jason Bohn,285.1,2009
109.0,Ben Crane,285.0,2009
109.0,Scott Sterling,285.0,2009
109.0,Casey Wittenberg,285.0,2009
112.0,Charlie Wi,284.9,2009
113.0,Todd Hamilton,284.8,2009
114.0,Rich Beem,284.7,2009
114.0,Jerry Kelly,284.7,2009
114.0,Scott McCarron,284.7,2009
117.0,Steve Flesch,284.4,2009
118.0,Mark Wilson,284.3,2009
119.0,Greg Chalmers,284.2,2009
119.0,Billy Mayfair,284.2,2009
119.0,David Toms,284.2,2009
122.0,Freddie Jacobson,284.1,2009
123.0,Nathan Green,283.5,2009
123.0,Bob Heintz,283.5,2009
123.0,Justin Leonard,283.5,2009
123.0,Jay Williamson,283.5,2009
127.0,Brian Davis,283.3,2009
128.0,Matt Kuchar,283.2,2009
129.0,Ken Duke,283.1,2009
129.0,Rocco Mediate,283.1,2009
129.0,Bryce Molder,283.1,2009
129.0,Vaughn Taylor,283.1,2009
133.0,Eric Axley,282.8,2009
133.0,Tim Petrovic,282.8,2009
133.0,Ian Poulter,282.8,2009
136.0,Kevin Na,282.7,2009
137.0,Bob Estes,282.6,2009
138.0,Briny Baird,282.1,2009
139.0,Lee Janzen,282.0,2009
140.0,Tom Pernice Jr.,281.9,2009
141.0,Kent Jones,281.3,2009
141.0,D.A. Points,281.3,2009
143.0,Alex Cejka,281.2,2009
143.0,Zach Johnson,281.2,2009
145.0,Scott Verplank,281.1,2009
146.0,Patrick Sheehan,281.0,2009
147.0,Jeff Klauk,280.9,2009
148.0,David Mathis,280.8,2009
149.0,Cliff Kresge,280.5,2009
150.0,K.J. Choi,280.1,2009
150.0,Tim Clark,280.1,2009
152.0,Jim Furyk,279.9,2009
153.0,Darron Stiles,279.8,2009
154.0,Colt Knost,279.6,2009
154.0,Aron Price,279.6,2009
154.0,Chez Reavie,279.6,2009
157.0,Ben Curtis,279.5,2009
157.0,Chris DiMarco,279.5,2009
157.0,Joe Durant,279.5,2009
157.0,Peter Lonard,279.5,2009
157.0,Parker McLachlin,279.5,2009
157.0,Marc Turnesa,279.5,2009
163.0,Mike Weir,279.3,2009
164.0,John Mallinger,279.1,2009
165.0,Spencer Levin,279.0,2009
166.0,Rick Price,278.6,2009
167.0,Chris Riley,278.5,2009
168.0,Ryuji Imada,278.4,2009
169.0,Brandt Snedeker,277.3,2009
170.0,Nick O'Hern,277.0,2009
171.0,Brendon Todd,276.2,2009
172.0,Paul Goydos,275.8,2009
173.0,Luke Donald,275.7,2009
174.0,Glen Day,275.0,2009
175.0,Bart Bryant,274.6,2009
176.0,Richard Johnson,274.0,2009
177.0,Jeff Quinney,273.4,2009
178.0,Greg Kraft,273.1,2009
179.0,Tom Lehman,272.2,2009
180.0,Brad Faxon,270.8,2009
181.0,Dean Wilson,270.3,2009
182.0,Mark Brooks,269.2,2009
183.0,Brian Gay,268.5,2009
184.0,Corey Pavin,259.0,2009
1.0,Robert Garrigus,315.5,2010
2.0,Bubba Watson,309.8,2010
3.0,Dustin Johnson,308.5,2010
4.0,Brett Wetterich,307.3,2010
5.0,J.B. Holmes,307.2,2010
6.0,John Daly,305.7,2010
6.0,Graham DeLaet,305.7,2010
8.0,Ángel Cabrera,304.5,2010
9.0,Charles Warren,302.5,2010
10.0,D.J. Trahan,301.1,2010
11.0,Martin Flores,300.7,2010
12.0,Rory McIlroy,300.0,2010
13.0,Phil Mickelson,299.1,2010
14.0,Aaron Baddeley,298.9,2010
15.0,Jason Day,298.2,2010
15.0,Charley Hoffman,298.2,2010
17.0,Davis Love III,297.7,2010
18.0,Jeff Overton,297.3,2010
19.0,Scott Piercy,296.8,2010
20.0,Martin Laird,296.5,2010
20.0,Nick Watney,296.5,2010
22.0,Troy Matteson,296.3,2010
23.0,Jarrod Lyle,296.2,2010
24.0,Andres Romero,296.0,2010
25.0,Daniel Chopra,295.9,2010
26.0,Ryan Palmer,295.8,2010
27.0,Lucas Glover,295.7,2010
27.0,Alex Prugh,295.7,2010
29.0,Garth Mulroy,295.6,2010
30.0,John Rollins,295.5,2010
31.0,Marc Leishman,295.0,2010
32.0,Cameron Tringale,294.5,2010
33.0,Adam Scott,294.4,2010
34.0,Charles Howell III,294.3,2010
35.0,Paul Casey,294.2,2010
36.0,Matt Bettencourt,294.0,2010
36.0,Derek Lamely,294.0,2010
36.0,Cameron Percy,294.0,2010
39.0,James Driscoll,293.9,2010
40.0,Mathias Grönberg,293.7,2010
41.0,George McNeill,293.4,2010
42.0,Bill Haas,293.3,2010
42.0,Matt Jones,293.3,2010
44.0,Josh Teater,293.1,2010
45.0,Jimmy Walker,292.9,2010
46.0,J.J. Henry,292.8,2010
47.0,Rickie Fowler,292.7,2010
47.0,Sergio Garcia,292.7,2010
49.0,Stewart Cink,292.4,2010
49.0,Chris Couch,292.4,2010
51.0,Vijay Singh,292.3,2010
52.0,Padraig Harrington,292.1,2010
53.0,Roger Tambellini,292.0,2010
53.0,Bo Van Pelt,292.0,2010
55.0,David Lutterus,291.9,2010
55.0,Boo Weekley,291.9,2010
57.0,Hunter Mahan,291.8,2010
58.0,Tim Herron,291.7,2010
58.0,Chris Wilson,291.7,2010
60.0,Retief Goosen,291.4,2010
60.0,John Merrick,291.4,2010
60.0,Greg Owen,291.4,2010
63.0,Blake Adams,291.3,2010
64.0,Jonathan Byrd,290.9,2010
64.0,Matt Every,290.9,2010
66.0,Will MacKenzie,290.8,2010
66.0,Ted Purdy,290.8,2010
68.0,Steve Marino,290.6,2010
68.0,Kenny Perry,290.6,2010
70.0,Paul Stankowski,290.3,2010
70.0,Kevin Streelman,290.3,2010
72.0,John Senden,290.2,2010
72.0,Kevin Stadler,290.2,2010
74.0,Andrew McLardy,289.9,2010
75.0,Michael Letzig,289.7,2010
75.0,Ryan Moore,289.7,2010
77.0,Camilo Villegas,289.6,2010
78.0,Mathew Goggin,289.3,2010
78.0,Sean O'Hair,289.3,2010
80.0,Steve Elkington,289.2,2010
80.0,Nicholas Thompson,289.2,2010
82.0,Robert Allenby,289.1,2010
82.0,Rory Sabbatini,289.1,2010
84.0,Stuart Appleby,289.0,2010
85.0,Bill Lunde,288.9,2010
86.0,Tom Gillis,288.7,2010
86.0,Jeff Gove,288.7,2010
88.0,Scott McCarron,288.6,2010
88.0,Y.E. Yang,288.6,2010
90.0,Ernie Els,288.4,2010
90.0,Brenden Pappas,288.4,2010
92.0,Troy Merritt,288.2,2010
93.0,Henrik Bjornstad,288.1,2010
93.0,Chris Tidland,288.1,2010
95.0,Roland Thatcher,288.0,2010
96.0,Kevin Sutherland,287.9,2010
97.0,Justin Rose,287.8,2010
98.0,Lee Janzen,287.7,2010
99.0,Rich Barcelo,287.6,2010
,Tour Average,287.3,2010
100.0,Jeev Milkha Singh,287.3,2010
101.0,Chris Stroud,287.2,2010
102.0,Pat Perez,287.1,2010
102.0,Steve Wheatcroft,287.1,2010
104.0,Geoff Ogilvy,287.0,2010
105.0,Brendon de Jonge,286.9,2010
105.0,David Duval,286.9,2010
105.0,Matt Kuchar,286.9,2010
105.0,Brian Stuard,286.9,2010
109.0,Ian Poulter,286.8,2010
110.0,Kris Blanks,286.4,2010
110.0,Trevor Immelman,286.4,2010
112.0,Steve Lowery,286.2,2010
112.0,James Nitties,286.2,2010
114.0,Joe Ogilvie,285.9,2010
115.0,Cameron Beckman,285.7,2010
116.0,Joe Durant,285.6,2010
117.0,Ricky Barnes,285.5,2010
118.0,Webb Simpson,285.4,2010
119.0,Chad Campbell,285.1,2010
119.0,Jay Williamson,285.1,2010
121.0,Aron Price,284.6,2010
122.0,Vaughn Taylor,284.4,2010
123.0,Vance Veazey,284.3,2010
124.0,Billy Mayfair,284.0,2010
125.0,Bob Estes,283.9,2010
126.0,Rod Pampling,283.5,2010
127.0,Michael Sim,283.3,2010
128.0,Cliff Kresge,283.2,2010
128.0,Shaun Micheel,283.2,2010
128.0,Brett Quigley,283.2,2010
131.0,K.J. Choi,283.1,2010
131.0,Freddie Jacobson,283.1,2010
133.0,D.A. Points,283.0,2010
134.0,Steve Stricker,282.9,2010
135.0,Johnson Wagner,282.4,2010
136.0,Ben Crane,282.3,2010
137.0,Carl Pettersson,282.1,2010
138.0,Stephen Ames,282.0,2010
138.0,Briny Baird,282.0,2010
140.0,Jason Dufner,281.9,2010
141.0,Justin Bolli,281.8,2010
142.0,Dean Wilson,281.6,2010
143.0,Michael Bradley,281.5,2010
144.0,Michael Connell,281.3,2010
144.0,David Toms,281.3,2010
146.0,Charlie Wi,281.2,2010
147.0,Woody Austin,281.1,2010
148.0,Mark Calcavecchia,281.0,2010
148.0,J.P. Hayes,281.0,2010
150.0,Spencer Levin,280.6,2010
150.0,Mark Wilson,280.6,2010
152.0,John Mallinger,280.4,2010
153.0,Garrett Willis,280.2,2010
154.0,Tom Pernice Jr.,280.0,2010
155.0,Jason Bohn,279.8,2010
156.0,Zach Johnson,279.7,2010
157.0,Nathan Green,279.5,2010
157.0,Skip Kendall,279.5,2010
159.0,Jeff Maggert,279.1,2010
160.0,Chris DiMarco,279.0,2010
160.0,Jerry Kelly,279.0,2010
160.0,Jerod Turner,279.0,2010
163.0,Brian Davis,278.9,2010
163.0,Heath Slocum,278.9,2010
165.0,Ryuji Imada,278.7,2010
165.0,Tim Petrovic,278.7,2010
167.0,Kevin Na,278.6,2010
167.0,Scott Verplank,278.6,2010
169.0,Chris Riley,278.3,2010
170.0,Rocco Mediate,278.1,2010
171.0,Bryce Molder,278.0,2010
172.0,Justin Leonard,277.8,2010
173.0,Alex Cejka,277.4,2010
173.0,Steve Flesch,277.4,2010
175.0,Richard Johnson,277.3,2010
176.0,Brandt Snedeker,277.1,2010
177.0,Luke Donald,277.0,2010
178.0,Kevin Johnson,276.5,2010
179.0,Jim Furyk,276.0,2010
180.0,Chad Collins,275.8,2010
181.0,Brent Delahoussaye,275.6,2010
182.0,Greg Chalmers,275.5,2010
182.0,Ben Curtis,275.5,2010
184.0,Mike Weir,273.9,2010
185.0,Paul Goydos,273.6,2010
186.0,Jeff Quinney,273.3,2010
187.0,Greg Kraft,273.2,2010
188.0,Tim Clark,272.2,2010
189.0,Omar Uresti,272.0,2010
190.0,Brad Faxon,271.4,2010
191.0,Craig Bowden,270.0,2010
192.0,Brian Gay,266.4,2010
1.0,J.B. Holmes,318.4,2011
2.0,Bubba Watson,314.9,2011
3.0,Dustin Johnson,314.2,2011
4.0,Robert Garrigus,313.4,2011
5.0,Gary Woodland,310.5,2011
6.0,Steven Bowditch,308.3,2011
7.0,Scott Piercy,305.4,2011
8.0,Jhonattan Vegas,304.9,2011
9.0,Kyle Stanley,304.6,2011
10.0,Will Strickler,304.1,2011
11.0,Scott Stallings,303.7,2011
12.0,Tag Ridings,303.3,2011
13.0,Martin Laird,303.0,2011
14.0,Jason Day,302.6,2011
15.0,Josh Teater,302.3,2011
16.0,Nick Watney,301.9,2011
17.0,Harrison Frazar,301.8,2011
18.0,Jim Herman,301.7,2011
19.0,Ángel Cabrera,301.6,2011
20.0,Keegan Bradley,300.7,2011
21.0,Troy Matteson,300.2,2011
22.0,Charley Hoffman,299.8,2011
22.0,Phil Mickelson,299.8,2011
24.0,Adam Scott,299.7,2011
25.0,Rickie Fowler,299.5,2011
25.0,Zack Miller,299.5,2011
25.0,Ryan Palmer,299.5,2011
28.0,Sergio Garcia,299.2,2011
28.0,Robert Karlsson,299.2,2011
30.0,Jimmy Walker,298.8,2011
31.0,Alex Prugh,298.6,2011
31.0,D.J. Trahan,298.6,2011
33.0,James Driscoll,298.5,2011
33.0,Brandt Jobe,298.5,2011
33.0,Davis Love III,298.5,2011
36.0,Scott Gutschewski,298.0,2011
37.0,Derek Lamely,297.9,2011
38.0,Bobby Gates,297.4,2011
38.0,Bo Van Pelt,297.4,2011
40.0,Charles Howell III,297.3,2011
41.0,John Merrick,297.2,2011
41.0,Michael Putnam,297.2,2011
43.0,Charl Schwartzel,297.0,2011
44.0,Chris Couch,296.8,2011
44.0,Jim Renner,296.8,2011
46.0,Tommy Gainey,296.7,2011
46.0,John Rollins,296.7,2011
48.0,Bill Haas,296.6,2011
48.0,Boo Weekley,296.6,2011
50.0,David Duval,296.3,2011
51.0,Aaron Baddeley,296.2,2011
51.0,Webb Simpson,296.2,2011
53.0,Bio Kim,296.1,2011
54.0,Marc Leishman,296.0,2011
55.0,Kevin Chappell,295.8,2011
56.0,Chris Kirk,295.7,2011
57.0,Joseph Bramlett,295.6,2011
58.0,Jeff Overton,295.3,2011
59.0,Steve Marino,295.2,2011
60.0,George McNeill,295.0,2011
61.0,Padraig Harrington,294.7,2011
61.0,Andres Romero,294.7,2011
63.0,Lucas Glover,294.6,2011
63.0,Sean O'Hair,294.6,2011
65.0,Camilo Villegas,294.4,2011
66.0,Vijay Singh,294.3,2011
66.0,Cameron Tringale,294.3,2011
68.0,Sung Kang,294.2,2011
68.0,Anthony Kim,294.2,2011
70.0,Matt Jones,293.9,2011
71.0,Chez Reavie,293.5,2011
72.0,Ricky Barnes,293.3,2011
72.0,John Senden,293.3,2011
74.0,Kevin Stadler,293.2,2011
75.0,Andres Gonzales,293.1,2011
75.0,Roland Thatcher,293.1,2011
77.0,Brendan Steele,292.8,2011
78.0,Rory Sabbatini,292.5,2011
79.0,Martin Piller,292.2,2011
80.0,Blake Adams,292.1,2011
81.0,Stewart Cink,291.8,2011
81.0,Tim Herron,291.8,2011
81.0,Carl Pettersson,291.8,2011
84.0,Jonathan Byrd,291.6,2011
84.0,Hunter Mahan,291.6,2011
84.0,Scott McCarron,291.6,2011
84.0,Joe Ogilvie,291.6,2011
84.0,Rod Pampling,291.6,2011
89.0,Bill Lunde,291.5,2011
90.0,Pat Perez,291.4,2011
91.0,Chris Stroud,291.2,2011
92.0,Chad Campbell,291.1,2011
92.0,J.J. Henry,291.1,2011
94.0,Billy Horschel,291.0,2011
94.0,Michael Thompson,291.0,2011
,Tour Average,290.9,2011
96.0,David Hearn,290.9,2011
96.0,Alexandre Rocha,290.9,2011
98.0,Michael Bradley,290.7,2011
99.0,Justin Rose,290.6,2011
100.0,Robert Allenby,290.2,2011
100.0,D.J. Brigman,290.2,2011
100.0,Y.E. Yang,290.2,2011
103.0,Tom Gillis,290.1,2011
103.0,Lee Janzen,290.1,2011
103.0,Ryan Moore,290.1,2011
106.0,Geoff Ogilvy,290.0,2011
107.0,Retief Goosen,289.9,2011
107.0,William McGirt,289.9,2011
109.0,Ben Martin,289.5,2011
109.0,Graeme McDowell,289.5,2011
111.0,Kevin Streelman,289.2,2011
112.0,Briny Baird,289.1,2011
113.0,Steve Stricker,288.8,2011
114.0,Hunter Haas,288.5,2011
114.0,Trevor Immelman,288.5,2011
116.0,Fabián Gómez,288.4,2011
117.0,Matt Bettencourt,288.3,2011
118.0,Ernie Els,288.1,2011
119.0,Brendon de Jonge,287.8,2011
120.0,Woody Austin,287.6,2011
121.0,Stuart Appleby,287.5,2011
122.0,Freddie Jacobson,287.4,2011
122.0,D.A. Points,287.4,2011
124.0,Brandt Snedeker,287.2,2011
125.0,Jason Dufner,286.8,2011
125.0,Troy Merritt,286.8,2011
127.0,Spencer Levin,286.3,2011
128.0,Matt Kuchar,286.2,2011
129.0,Rich Beem,286.1,2011
129.0,Jarrod Lyle,286.1,2011
129.0,Shaun Micheel,286.1,2011
132.0,Justin Hicks,286.0,2011
133.0,Charlie Wi,285.8,2011
134.0,K.J. Choi,285.6,2011
135.0,Steve Elkington,285.4,2011
135.0,Matt McQuillan,285.4,2011
137.0,Nathan Green,285.0,2011
137.0,Kent Jones,285.0,2011
139.0,Kris Blanks,284.9,2011
139.0,Jason Bohn,284.9,2011
139.0,Ben Crane,284.9,2011
139.0,Daniel Summerhays,284.9,2011
143.0,Arjun Atwal,284.8,2011
143.0,Mark Wilson,284.8,2011
145.0,Cameron Beckman,284.3,2011
145.0,Kevin Kisner,284.3,2011
147.0,Luke Donald,284.1,2011
147.0,Vaughn Taylor,284.1,2011
149.0,Paul Stankowski,283.9,2011
150.0,Stephen Ames,283.8,2011
151.0,Joe Durant,283.6,2011
152.0,Ryuji Imada,283.4,2011
153.0,Brian Davis,283.3,2011
153.0,Billy Mayfair,283.3,2011
155.0,Ian Poulter,282.8,2011
155.0,Marc Turnesa,282.8,2011
157.0,J.P. Hayes,282.7,2011
158.0,Aron Price,282.6,2011
159.0,Steve Flesch,282.5,2011
160.0,Johnson Wagner,282.2,2011
161.0,David Mathis,282.0,2011
161.0,Bryce Molder,282.0,2011
163.0,Heath Slocum,281.9,2011
164.0,Jim Furyk,281.4,2011
165.0,Nate Smith,281.2,2011
166.0,Tim Petrovic,280.5,2011
167.0,Alex Cejka,280.3,2011
168.0,Shane Bertsch,280.1,2011
168.0,Justin Leonard,280.1,2011
170.0,Kevin Na,279.8,2011
171.0,Garrett Willis,279.7,2011
172.0,Greg Chalmers,279.6,2011
173.0,Michael Connell,279.5,2011
174.0,Chris Riley,279.3,2011
175.0,David Toms,279.1,2011
176.0,Colt Knost,279.0,2011
177.0,Zach Johnson,278.2,2011
178.0,Chris DiMarco,277.9,2011
179.0,Dean Wilson,276.8,2011
180.0,Ben Curtis,276.7,2011
181.0,Richard Johnson,276.6,2011
182.0,Nick O'Hern,276.3,2011
